databaseId	name	imageUrl	cardBack	type	gold	set	number	rarity	text	lore	strength	strengthModifier	loadGroupId
02Kingdom_K114	Magic Potion	wyvern/02kingdom/Wyvern-02Kingdom-MagicPotion.jpg	default	Treasure	2	02Kingdom	114	Common-1	Battle Action: One dragon in this row can help any other dragon in this row in a battle.				playerNTreasureHorde
02Kingdom_K115	Magic Wand	wyvern/02kingdom/Wyvern-02Kingdom-MagicWand.jpg	default	Treasure	1	02Kingdom	115	Common-1	Action: Any dragon in this row can become a flyer or a non-flyer for the rest of the turn.				playerNTreasureHorde
02Kingdom_K116	Pick a Treasure	wyvern/02kingdom/Wyvern-02Kingdom-PickATreasure.jpg	default	Treasure	2	02Kingdom	116	Common-1	Action: Discard this treasure from your battlefield and put a treasure from your opponent's battlefield in its place.  Be sure to return the treasure to its owner after game.				playerNTreasureHorde
02Kingdom_K117	Shipwreck	wyvern/02kingdom/Wyvern-02Kingdom-Shipwreck.jpg	default	Treasure	0	02Kingdom	117	Common-1	All terrain in this row gets a -1 strength modifier in addition to any on the card.				playerNTreasureHorde
02Kingdom_K118	Secret Treasure	wyvern/02kingdom/Wyvern-02Kingdom-SecretTreasure.jpg	default	Treasure	0	02Kingdom	118	Common-1	Action: Draw one card from your treasure horde draw pile for each gold piece you pay.				playerNTreasureHorde
02Kingdom_K119	Treasure Room	wyvern/02kingdom/Wyvern-02Kingdom-TreasureRoom.jpg	default	Treasure	0	02Kingdom	119	Common-1	When any dragon in this row loses a battle you get a gold piece.				playerNTreasureHorde
02Kingdom_K120	Magic Shield	wyvern/02kingdom/Wyvern-02Kingdom-MagicShield.jpg	default	Treasure	0	02Kingdom	120	Rare-1	Battle Action: A dragon in this row gains +1 Strength when defending for each gold piece paid.				playerNTreasureHorde
02Kingdom_K121	Snow Storm	wyvern/02kingdom/Wyvern-02Kingdom-SnowStorm.jpg	default	Action	4	02Kingdom	121	Rare-2	A player of your choice misses next turn.				playerNTreasureHorde
02Kingdom_K122	Twister	wyvern/02kingdom/Wyvern-02Kingdom-Twister.jpg	default	Action	0	02Kingdom	122	Common-1	All players may rearrange all cards in their battlefield.				playerNTreasureHorde
02Kingdom_K123	Volcanic Eruption	wyvern/02kingdom/Wyvern-02Kingdom-VolcanicEruption.jpg	default	Action	2	02Kingdom	123	Common-1	Bring any card back from your treasure horde discard pile to your hand.				playerNTreasureHorde
02Kingdom_K124	Meteor Shower	wyvern/02kingdom/Wyvern-02Kingdom-MeteorShower.jpg	default	Action	0	02Kingdom	124	Common-2	All players discard their hands and draw 5 cards from their treasure horde draw piles.				playerNTreasureHorde
02Kingdom_K125	Heatwave	wyvern/02kingdom/Wyvern-02Kingdom-Heatwave.jpg	default	Action	0	02Kingdom	125	Common-2	All dragons who are face up lose 1 strength for this turn.				playerNTreasureHorde
02Kingdom_K126	Magical Healing	wyvern/02kingdom/Wyvern-02Kingdom-MagicalHealing.jpg	default	Action	0	02Kingdom	126	Common-2	One dragon of your choice is healed back to full strength.				playerNTreasureHorde
02Kingdom_K127	Power Switch	wyvern/02kingdom/Wyvern-02Kingdom-PowerSwitch.jpg	default	Battle Action	2	02Kingdom	127	Rare-2	The two dragons who started this battle switch base strength numbers until the end of the battle.				playerNTreasureHorde
02Kingdom_K128	Magnetic Field	wyvern/02kingdom/Wyvern-02Kingdom-MagneticField.jpg	default	Reaction	2	02Kingdom	128	Rare-2	The Magnetic Field can be played at any time to counter the play of any kind of action card.				playerNTreasureHorde
02Kingdom_K129	Dwarven Army	wyvern/02kingdom/Wyvern-02Kingdom-DwarvenArmy.jpg	default	Battle Action	0	02Kingdom	129	Common-2	STRENGTH MODIFIER: +1			+1	playerNTreasureHorde
02Kingdom_K130	Crystal Ball	wyvern/02kingdom/Wyvern-02Kingdom-CrystalBall.jpg	default	Action	0	02Kingdom	130	Common-2	You may look at the next 5 cards in any player's treasure horde draw pile.  You may then reshuffle the draw pile or rearrange the 5 cards in any order you wish.				playerNTreasureHorde
02Kingdom_K131	Possession Spell	wyvern/02kingdom/Wyvern-02Kingdom-PossessionSpell.jpg	default	Battle Action	1	02Kingdom	131	Common-2	You may possess the base strength of any face up dragon in any battlefield and add it to a dragon in this battle.  The dragon possessed cannot be one that is currently in the battle.  The dragon possessed now has a base strength of 0 for the rest of this battle.				playerNTreasureHorde
02Kingdom_K132	Beowulf	wyvern/02kingdom/Wyvern-02Kingdom-Beowulf.jpg	default	Dragon Slayer Action	0	02Kingdom	132	Common-2	Beowulf kills any dragon of 0 or less strength.				playerNTreasureHorde
02Kingdom_K133	Battle Chaos	wyvern/02kingdom/Wyvern-02Kingdom-BattleChaos.jpg	default	Battle Action	0	02Kingdom	133	Common-2	All players may bring as many dragons as they want into this battle from anywhere in their battlefields.				playerNTreasureHorde
02Kingdom_K134	Doomsday	wyvern/02kingdom/Wyvern-02Kingdom-Doomsday.jpg	default	Action	5	02Kingdom	134	Rare-2	All face up dragons are killed.  All players draw 2 cards from their treasure horde draw pile for each of their dragons killed and replace each dragon with cards placed face down from their dragon lair draw pile.				playerNTreasureHorde
02Kingdom_K135	Turn the Tables	wyvern/02kingdom/Wyvern-02Kingdom-TurnTheTables.jpg	default	Action	1	02Kingdom	135	Rare-2	You must play Turn the Tables during your opponent's turn.  You decide which card of yours gets attacked this turn.  Opponent must attack if possible.				playerNTreasureHorde
02Kingdom_K136	Wyvern Shadow	wyvern/02kingdom/Wyvern-02Kingdom-WyvernShadow.jpg	default	Action	0	02Kingdom	136	Rare-2	Play on face up Wyvern.  Adds +2 strength to Wyvern for rest of game.				playerNTreasureHorde
02Kingdom_K137	Vampire	wyvern/02kingdom/Wyvern-02Kingdom-Vampire.jpg	default	Dragon	2	02Kingdom	137	Rare-1	STRENGTH: 1 When Vampire is attacking one strength is taken away from each defending dragon and added to Vampire.  These strength changes are permanent.		1		playerNDragonLair
02Kingdom_K138	Loki	wyvern/02kingdom/Wyvern-02Kingdom-Loki.jpg	default	Dragon	1	02Kingdom	138	Uncommon-2	STRENGTH: 2 Get one gold piece from the gold mine for each won battle.	Loki is a Dragon from Icelandic legend.	2		playerNDragonLair
02Kingdom_K139	Mo-o	wyvern/02kingdom/Wyvern-02Kingdom-MoO.jpg	default	Dragon	1	02Kingdom	139	Uncommon-2	STRENGTH: 0 SCOUT Get one gold piece from the gold mine each time Mo-o discovers a terrain.	Mo-o is one of many Hawaiian Dragons.	0		playerNDragonLair
02Kingdom_K140	Geates	wyvern/02kingdom/Wyvern-02Kingdom-Geates.jpg	default	Dragon	1	02Kingdom	140	Uncommon-2	STRENGTH: 2 FLYING When Geates wins a battle, one treasure in row of losing dragon is discarded.  You decide which one.	Geates is the Dragon slayed by Beowulf in Anglo-Saxon myth.	2		playerNDragonLair
02Kingdom_K141	Dragonel	wyvern/02kingdom/Wyvern-02Kingdom-Dragonel.jpg	default	Dragon	1	02Kingdom	141	Uncommon-2	STRENGTH: 2 When Dragonel wins a battle you get one card from your treasure horde draw pile.	Dragonel is a young Dragon.	2		playerNDragonLair
02Kingdom_K142	Tatzlwurm	wyvern/02kingdom/Wyvern-02Kingdom-Tatzlwurm.jpg	default	Dragon	0	02Kingdom	142	Uncommon-2	STRENGTH: 2 SUBTERRANEAN Giant Ants cannot be played by either side in a battle Tatzlwurm is part of.		2		playerNDragonLair
02Kingdom_K143	Pi-Hsi	wyvern/02kingdom/Wyvern-02Kingdom-PiHsi.jpg	default	Dragon	1	02Kingdom	143	Uncommon-2	STRENGTH: 2 Pi-Hsi gains +2 strength in current battle if a treasure in this row is discarded.	Pi-Hsi is Dragon Ruler of the Rivers.	2		playerNDragonLair
02Kingdom_K144	Chen Lung	wyvern/02kingdom/Wyvern-02Kingdom-ChenLung.jpg	default	Dragon	1	02Kingdom	144	Uncommon-2	STRENGTH: 3 When Chen Lung is face up you cannot be forced to discard any cards from your hand.	Chen-Lung is a Chinese guardian Dragon.	3		playerNDragonLair
02Kingdom_K145	Ryu	wyvern/02kingdom/Wyvern-02Kingdom-Ryu.jpg	default	Dragon	1	02Kingdom	145	Uncommon-2	STRENGTH: 3 FLYING Ryu gains one strength for each treasure played in this row when he is face up.  Ryu loses this strength if he is turned face down.		3		playerNDragonLair
02Kingdom_K146	Bait	wyvern/02kingdom/Wyvern-02Kingdom-Bait.jpg	default	Dragon	0	02Kingdom	146	Uncommon-2	STRENGTH: 2 Archers cannot be used by either side in a battle that Bait is part of.	Bait is a four-winged serpent from ancient Egyptian mythology.	2		playerNDragonLair
02Kingdom_K147	Cecrops	wyvern/02kingdom/Wyvern-02Kingdom-Cecrops.jpg	default	Dragon	0	02Kingdom	147	Uncommon-1	STRENGTH: 2 FLYING No Ravens can be played by either side in a battle the Cecrops is part of.		2		playerNDragonLair
02Kingdom_K148	Giant	wyvern/02kingdom/Wyvern-02Kingdom-Giant.jpg	default	Dragon	0	02Kingdom	148	Uncommon-1	STRENGTH: 5 Giant costs 4 gold pieces when turned face up and loses one strength in your draw phase each turn his is face up.  Giant goes back to  5 strength if he is turned face down.	Giant is a serpent-footed Dragon of Roman mythology.	5		playerNDragonLair
02Kingdom_K149	Abraxus	wyvern/02kingdom/Wyvern-02Kingdom-Abraxus.jpg	default	Dragon	1	02Kingdom	149	Uncommon-1	STRENGTH: 0 You may discard Abraxus from your battlefield during a battle to give any other Dragon +3.  If Abraxus is face down when you do this, then pay the 1 gold cost.	Abraxus is the ruler of magical influence.	0		playerNDragonLair
02Kingdom_K150	Ea	wyvern/02kingdom/Wyvern-02Kingdom-Ea.jpg	default	Dragon	0	02Kingdom	150	Uncommon-1	STRENGTH: 0 Pay gold in battle to raise Ea's strength by one for each gold piece paid.		0		playerNDragonLair
02Kingdom_K151	Osiris	wyvern/02kingdom/Wyvern-02Kingdom-Osiris.jpg	default	Dragon	0	02Kingdom	151	Uncommon-2	STRENGTH: 4 SUBTERRANEAN	Osiris is a Leviathan of the Deep.	4		playerNDragonLair
02Kingdom_K152	Kane-kua-ana	wyvern/02kingdom/Wyvern-02Kingdom-KaneKuaAna.jpg	default	Dragon	1	02Kingdom	152	Uncommon-1	STRENGTH: 1 You may discard Kane-kua-ana from your battlefield instead of a dragon that just lost a battle.  If Kane-kua-ana is face down when this happens then pay the 2 gold cost.	Kane-kua-ana is the Hawaiian Dragon that brought the oysters to Ewa Lagoon.	1		playerNDragonLair
02Kingdom_K153	Apep	wyvern/02kingdom/Wyvern-02Kingdom-Apep.jpg	default	Dragon	0	02Kingdom	153	Uncommon-1	STRENGTH: 3 SUBTERRANEAN	Apep is an Egyptian Dragon that symbolizes darkness and evil.	3		playerNDragonLair
02Kingdom_K154	Indra	wyvern/02kingdom/Wyvern-02Kingdom-Indra.jpg	default	Dragon	1	02Kingdom	154	Rare-1	STRENGTH: 2 FLYING Indra can help any dragon in a battle.	Indra is an Indian Dragon known as the Drought Dragon.	2		playerNDragonLair
02Kingdom_K155	Yellow	wyvern/02kingdom/Wyvern-02Kingdom-Yellow.jpg	default	Dragon	2	02Kingdom	155	Rare-1	STRENGTH: 4 Immune to dragon slayers.  You get one gold from gold mine each of your draw phases Yellow Dragon is face up.	Chinese Dragon that rules over the last month of summer.	4		playerNDragonLair
02Kingdom_K156	Bride's Serpent	wyvern/02kingdom/Wyvern-02Kingdom-BridesSerpent.jpg	default	Dragon	1	02Kingdom	156	Uncommon-1	STRENGTH: 3 When Bride's Serpent wins a battle loser must discard one card from hand at random.	The Bride's Serpent is a Scottish Dragon.	3		playerNDragonLair
02Kingdom_K157	Blue	wyvern/02kingdom/Wyvern-02Kingdom-Blue.jpg	default	Dragon	2	02Kingdom	157	Rare-1	STRENGTH: 5 SUPER FLYER Immune to dragon slayers.  Can attack any card.  Draw an extra card in each of your draw phases that Blue is face up.	Chinese Dragon that rules spring.	5		playerNDragonLair
02Kingdom_K158	White	wyvern/02kingdom/Wyvern-02Kingdom-White.jpg	default	Dragon	2	02Kingdom	158	Rare-1	STRENGTH: 4 FLYING Immune to dragon slayers.  When White is face up opponent can't play treasure cards.	Chinese Dragon that rules autumn.	4		playerNDragonLair
02Kingdom_K159	Black	wyvern/02kingdom/Wyvern-02Kingdom-Black.jpg	default	Dragon	2	02Kingdom	159	Rare-1	STRENGTH: 4 SUBTERRANEAN Immune to dragon slayers.  Opponent loses one gold to the gold mine on each of his draw phases that Black is face up.	Chinese Dragon that rules winter.	4		playerNDragonLair
02Kingdom_K160	Red	wyvern/02kingdom/Wyvern-02Kingdom-Red.jpg	default	Dragon	2	02Kingdom	160	Rare-1	STRENGTH: 6 Immune to dragon slayers.  Add +1 to all battle action strength modifiers when played on Red.	Chinese Dragon that rules over summer.	6		playerNDragonLair
02Kingdom_K161	Mount Chung	wyvern/02kingdom/Wyvern-02Kingdom-MountChung.jpg	default	Dragon	1	02Kingdom	161	Uncommon-1	STRENGTH: 3 Pay two gold pieces to cancel any battle that Mount Chung is part of.	When the Mount Chung Dragon opens its eyes it's day and when he closes them it's night.	3		playerNDragonLair
02Kingdom_K162	Ananta	wyvern/02kingdom/Wyvern-02Kingdom-Ananta.jpg	default	Dragon	1	02Kingdom	162	Uncommon-1	STRENGTH: 3 Subterranean dragons lose two strength for rest of battle that Ananta is part of.	Ananta is an Indian serpent with nine heads.	3		playerNDragonLair
02Kingdom_K163	Delphyne	wyvern/02kingdom/Wyvern-02Kingdom-Delphyne.jpg	default	Dragon	1	02Kingdom	163	Uncommon-1	STRENGTH: 0 FLYING SCOUT Get one card from your treasure horde draw pile each time Delphyne discovers a terrain.	Delphyne is a she-Dragon from Greek mythology.	0		playerNDragonLair
02Kingdom_K164	Python	wyvern/02kingdom/Wyvern-02Kingdom-Python.jpg	default	Dragon	0	02Kingdom	164	Uncommon-2	STRENGTH: 2 SUBTERRANEAN		2		playerNDragonLair
02Kingdom_K165	Nidhoggr	wyvern/02kingdom/Wyvern-02Kingdom-Nidhoggr.jpg	default	Dragon	0	02Kingdom	165	Uncommon-1	STRENGTH: 1 SUBTERRANEAN	Nidhoggr is the first Nordic Dragon.  He is known for gnawing at the root of the Universal Tree.	1		playerNDragonLair
02Kingdom_K166	Laidly Worm	wyvern/02kingdom/Wyvern-02Kingdom-LaidlyWorm.jpg	default	Dragon	1	02Kingdom	166	Uncommon-1	STRENGTH: 1 When Laidly Worm loses a battle the winning player must discard one card at random from his hand.	The Laidly Worm used to be a beautiful girl who was turned into a Dragon.	1		playerNDragonLair
02Kingdom_K167	Sito	wyvern/02kingdom/Wyvern-02Kingdom-Sito.jpg	default	Dragon	1	02Kingdom	167	Uncommon-1	STRENGTH: 4 When Sito wins a battle you get one gold piece from the gold mine.	Sito is the Devine Serpent of Egypt.	4		playerNDragonLair
02Kingdom_K168	Lotan	wyvern/02kingdom/Wyvern-02Kingdom-Lotan.jpg	default	Dragon	1	02Kingdom	168	Uncommon-1	STRENGTH: 3 No battle action cards can be used by either side in battle with Lotan.	Lotan is a Primeval Serpent with seven heads from Cananite mythology.	3		playerNDragonLair
02Kingdom_K169	Midgard Serpent	wyvern/02kingdom/Wyvern-02Kingdom-MidgardSerpent.jpg	default	Dragon	0	02Kingdom	169	Uncommon-1	STRENGTH: 0 SCOUT SUBTERRANEAN	The Nordic Serpent of Midgard.	0		playerNDragonLair
02Kingdom_K170	Behomoth	wyvern/02kingdom/Wyvern-02Kingdom-Behomoth.jpg	default	Dragon	0	02Kingdom	170	Rare-1	STRENGTH: 7 FLYING	Behomoth with fight Leviathan at the end of the world.	7		playerNDragonLair
02Kingdom_K171	Aaron's Rod	wyvern/02kingdom/Wyvern-02Kingdom-AaronsRod.jpg	default	Treasure	1	02Kingdom	171	Rare-2	Battle Action: A dragon in this row gains +1 Strength for each card you discard from your hand.	When Aaron cast t he rod before the Pharoah it became a serpent.			playerNTreasureHorde
02Kingdom_K172	Dragon Mother	wyvern/02kingdom/Wyvern-02Kingdom-DragonMother.jpg	default	Treasure	0	02Kingdom	172	Rare-1	When Dragon Mother is in play the top card of all treasure horde draw piles is always face up.	The Dragon Mother can tell future events.			playerNTreasureHorde
02Kingdom_K173	Dragon Bones	wyvern/02kingdom/Wyvern-02Kingdom-DragonBones.jpg	default	Treasure	0	02Kingdom	173	Rare-1	Action: Pay one gold piece to remove as many cards as you want from one dragon in this row.	Dragon Bones are used for medicinal purposes.			playerNTreasureHorde
02Kingdom_K174	Dragon Skin	wyvern/02kingdom/Wyvern-02Kingdom-DragonSkin.jpg	default	Treasure	0	02Kingdom	174	Rare-1	When replacing any card in your battlefield draw two cards from your dragon lair draw pile.  Discard the card you don't use.	Dragon Skin glows in the dark.			playerNTreasureHorde
02Kingdom_K175	Tablets of Destiny	wyvern/02kingdom/Wyvern-02Kingdom-TabletsOfDestiny.jpg	default	Treasure	0	02Kingdom	175	Rare-1	During each of your draw phases you may pay one gold piece and call out a card.  Opponent must discard one of that card if he has it.	The Tablets of Destiny were discovered by the Babylonian Marduk.			playerNTreasureHorde
02Kingdom_K176	Dragon Ashes	wyvern/02kingdom/Wyvern-02Kingdom-DragonAshes.jpg	default	Treasure	0	02Kingdom	176	Rare-1	During each of your draw phases you may pay one gold piece and discard the top 3 cards from your opponent's treasure horde draw pile.				playerNTreasureHorde
02Kingdom_K177	Dracontias	wyvern/02kingdom/Wyvern-02Kingdom-Dracontias.jpg	default	Treasure	1	02Kingdom	177	Rare-1	Dragons in this row cost one less gold when turned face up.	Dracontias is a gem found in the head of a Dragon.  It must be removed while the Dragon is living to be valuable.			playerNTreasureHorde
02Kingdom_K178	Vishnu	wyvern/02kingdom/Wyvern-02Kingdom-Vishnu.jpg	default	Action	4	02Kingdom	178	Rare-2	A face up dragon of your choice must be turned face down.  This dragon will have to be paid for again the next time it is turned face up.				playerNTreasureHorde
02Kingdom_K179	Indra's Spell	wyvern/02kingdom/Wyvern-02Kingdom-IndrasSpell.jpg	default	Reaction	0	02Kingdom	179	Rare-2	Counters any weather related action card (Heatwave, High Winds, Flood, etc.) Can be used during a battle.	Indra is the Indian Weather God who can abruptly change the weather.			playerNTreasureHorde
02Kingdom_K180	Apollo	wyvern/02kingdom/Wyvern-02Kingdom-Apollo.jpg	default	Battle Action	1	02Kingdom	180	Rare-2	Draw 2 cards from your treasure horde draw pile.				playerNTreasureHorde
02Kingdom_K181	Cadmus	wyvern/02kingdom/Wyvern-02Kingdom-Cadmus.jpg	default	Dragon Slayer Action	2	02Kingdom	181	Common-2	Cadmus kills any flying dragon.	Cadmus is a Greek Dragon Slayer.			playerNTreasureHorde
02Kingdom_K182	Thor	wyvern/02kingdom/Wyvern-02Kingdom-Thor.jpg	default	Dragon Slayer Action	2	02Kingdom	182	Common-2	Thor kills any subterranean dragon.				playerNTreasureHorde
02Kingdom_K183	Poisonous Air	wyvern/02kingdom/Wyvern-02Kingdom-PoisonousAir.jpg	default	Action	0	02Kingdom	183	Common-2	All players lose one gold piece for each face up dragon in their battlefields.				playerNTreasureHorde
02Kingdom_K184	Pirendeus Tree	wyvern/02kingdom/Wyvern-02Kingdom-PirendeusTree.jpg	default	Action	2	02Kingdom	184	Common-2	The card you play the Pirendeus Tree on cannot be attacked by a dragon this turn.	Dragons always avoid the Pirendeus Tree.			playerNTreasureHorde
02Kingdom_K185	Martha of Bethany	wyvern/02kingdom/Wyvern-02Kingdom-MarthaOfBethany.jpg	default	Action	1	02Kingdom	185	Common-1	Play on a face up dragon.  This dragon is immune to dragon slayers for as long as Martha is on the dragon.  If this dragon turns face down, Martha is discarded.	Dragon Slayerrs have to eat too.			playerNTreasureHorde
02Kingdom_K186	Marduk	wyvern/02kingdom/Wyvern-02Kingdom-Marduk.jpg	default	Action	1	02Kingdom	186	Common-2	No battle action cards can be played this turn.	Marduk is the son of Tiamat.			playerNTreasureHorde
02Kingdom_K187	Ra	wyvern/02kingdom/Wyvern-02Kingdom-Ra.jpg	default	Battle Reaction	0	02Kingdom	187	Common-2	This battle cannot be canceled.	Ra is the Sun God.			playerNTreasureHorde
02Kingdom_K188	Seth	wyvern/02kingdom/Wyvern-02Kingdom-Seth.jpg	default	Dragon Slayer Action	2	02Kingdom	188	Rare-3	Seth attacks an opponent's face down card.  Turn the attacked card face up.  If it's a terrain card it is discarded.  If it's a dragon it stays face up and is not paid for.				playerNTreasureHorde
02Kingdom_K189	Zeus	wyvern/02kingdom/Wyvern-02Kingdom-Zeus.jpg	default	Action	0	02Kingdom	189	Common-2	No scouts can attack this turn.				playerNTreasureHorde
02Kingdom_K190	Hercules	wyvern/02kingdom/Wyvern-02Kingdom-Hercules.jpg	default	Action	1	02Kingdom	190	Common-1	Play on a face up dragon that is immune to dragon slayers.  The dragon is no longer immune to dragon slayers as long as Hercules is on the dragon.  Discard Hercules if dragon is turned face down.				playerNTreasureHorde
02Kingdom_K191	Pitch	wyvern/02kingdom/Wyvern-02Kingdom-Pitch.jpg	default	Battle Action	0	02Kingdom	191	Rare-2	The dragon that Pitch is played on loses 2 strength for each fire battle action card played on him instead of gaining strength from the fire cards.  (Ex: Firebreathing, Fireball, etc.)	Pitch is very flammable and will explode when fire gets near it.			playerNTreasureHorde
02Kingdom_K192	Sabra	wyvern/02kingdom/Wyvern-02Kingdom-Sabra.jpg	default	Reaction	0	02Kingdom	192	Rare-2	Sabra is played in response to the play of St. George.  You get two gold from the gold mine and you get to remove any treasure in play.	Sabra is a princess who married St. George.			playerNTreasureHorde
02Kingdom_K193	King Arthur	wyvern/02kingdom/Wyvern-02Kingdom-KingArthur.jpg	default	Action	2	02Kingdom	193	Rare-2	Any dragon slayer played this turn cannot be countered with a reaction card.				playerNTreasureHorde
02Kingdom_K194	Illuyankus	wyvern/02kingdom/Wyvern-02Kingdom-Illuyankus.jpg	default	Dragon	1	02Kingdom	194	Uncommon-1	STRENGTH: 3 FLYING When Illuyankus is one of the two dragons starting a battle no help is allowed by either side.	Illuyankus is a Dragon from Hittite mythology.	3		playerNDragonLair
02Kingdom_K195	Valley	wyvern/02kingdom/Wyvern-02Kingdom-Valley.jpg	default	Action	1	02Kingdom	195	Rare-2	Play this on a face up dragon.  This dragon cannot get or give help for this turn.				playerNTreasureHorde
02Kingdom_K196	Stream	wyvern/02kingdom/Wyvern-02Kingdom-Stream.jpg	default	Terrain	1	02Kingdom	196	Uncommon-1	Dragon's owner must pay one gold piece to the gold mine each of his draw phases that the Stream is on the dragon.				playerNTreasureHorde
02Kingdom_K197	Gully	wyvern/02kingdom/Wyvern-02Kingdom-Gully.jpg	default	Action	0	02Kingdom	197	Common-2	No help is allowed by either side in any battle this turn.				playerNTreasureHorde
02Kingdom_K198	Castle	wyvern/02kingdom/Wyvern-02Kingdom-Castle.jpg	default	Battle Action	1	02Kingdom	198	Rare-2	STRENGTH MODIFIER: +3 You can only play the Castle when you are defending in a battle.			+3	playerNTreasureHorde
02Kingdom_K199	City	wyvern/02kingdom/Wyvern-02Kingdom-City.jpg	default	Action	1	02Kingdom	199	Common-2	A dragon of your choice can be turned face down.				playerNTreasureHorde
02Kingdom_K200	Village	wyvern/02kingdom/Wyvern-02Kingdom-Village.jpg	default	Action	0	02Kingdom	200	Common-2	Remove any one card from a dragon.				playerNTreasureHorde
02Kingdom_K201	Town	wyvern/02kingdom/Wyvern-02Kingdom-Town.jpg	default	Action	1	02Kingdom	201	Rare-2	You may replace two dragon or terrain cards in your battlefield this turn and still do a dragon slayer action or a battle phase.				playerNTreasureHorde
02Kingdom_K202	Abbey	wyvern/02kingdom/Wyvern-02Kingdom-Abbey.jpg	default	Terrain	2	02Kingdom	202	Uncommon-1	This dragon cannot survive a lost battle no matter what cards are played, are in play, or what it says on the dragon.				playerNTreasureHorde
02Kingdom_K203	Trap	wyvern/02kingdom/Wyvern-02Kingdom-Trap.jpg	default	Terrain	0	02Kingdom	203	Uncommon-1	This dragon now belongs to you.  It stays on the Trap in your battlefield.  Pay two gold each of your draw phases to keep dragon.  If trap is removed, or you don't pay, dragon goes back to original owner's battlefield and Trap is discarded.				playerNTreasureHorde
02Kingdom_K204	Hurricane	wyvern/02kingdom/Wyvern-02Kingdom-Hurricane.jpg	default	Terrain	0	02Kingdom	204	Uncommon-1	Kills any flying dragon.				playerNTreasureHorde
02Kingdom_K205	Island	wyvern/02kingdom/Wyvern-02Kingdom-Island.jpg	default	Terrain	0	02Kingdom	205	Uncommon-1	Any flying dragon now belongs to you.  Dragon stays on island in your battlefield.  If Island is removed dragon goes back to original owner's battlefield.				playerNTreasureHorde
02Kingdom_K206	Ruins	wyvern/02kingdom/Wyvern-02Kingdom-Ruins.jpg	default	Terrain	1	02Kingdom	206	Uncommon-1	If this dragon is turned face down it must be paid for again when it is turned face up.				playerNTreasureHorde
02Kingdom_K207	Subterranean River	wyvern/02kingdom/Wyvern-02Kingdom-SubterraneanRiver.jpg	default	Action	0	02Kingdom	207	Common-1	This dragon is now a subterranean dragon and can attack any card as long as the Subterranean River is on him.  Subterranean River is discarded if dragon is turned face down.				playerNTreasureHorde
02Kingdom_K208	Subterranean Gold Mine	wyvern/02kingdom/Wyvern-02Kingdom-SubterraneanGoldMine.jpg	default	Treasure	0	02Kingdom	208	Rare-1	All your subterranean dragons gain +1 Strength when attacking.				playerNTreasureHorde
02Kingdom_K209	Subterranean Lair	wyvern/02kingdom/Wyvern-02Kingdom-SubterraneanLair.jpg	default	Terrain	0	02Kingdom	209	Uncommon-1	Any subterranean dragon is now yours.  The dragon stays on the subterranean lair in your battlefield.  If Lair is removed dragon returns to original owner's battlefield.				playerNTreasureHorde
02Kingdom_K210	City in the Sky	wyvern/02kingdom/Wyvern-02Kingdom-CityInTheSky.jpg	default	Treasure	1	02Kingdom	210	Rare-1	All your flying dragons gain +1 strength when attacking.				playerNTreasureHorde
02Kingdom_K211	Subterranean Tunnels	wyvern/02kingdom/Wyvern-02Kingdom-SubterraneanTunnels.jpg	default	Treasure	0	02Kingdom	211	Common-2	All your subterranean dragons can now attack any card in the battlefield.				playerNTreasureHorde
02Kingdom_K212	Dwarven Gold Mine	wyvern/02kingdom/Wyvern-02Kingdom-DwarvenGoldMine.jpg	default	Treasure	0	02Kingdom	212	Rare-1	Place this card next to an existing treasure position.  This makes a new position for treasure.  You may play any treasure on the Dwarven Gold Mine.  If the Dwarven Gold Mine is removed so is any treasure on it.				playerNTreasureHorde
02Kingdom_K213	Dragon Man	wyvern/02kingdom/Wyvern-02Kingdom-DragonMan.jpg	default	Action	2	02Kingdom	213	Rare-2	If two dragons of the same name are face up on the battlefield, you decide which one is immediately replaced from the player's dragon lair draw pile.				playerNTreasureHorde
02Kingdom_K214	Great Library of Ninevah	wyvern/02kingdom/Wyvern-02Kingdom-GreatLibraryOfNinevah.jpg	default	Treasure	0	02Kingdom	214	Rare-1	You cannot be forced to discard any cards from your hand.				playerNTreasureHorde
02Kingdom_K215	Hall of Chivalry	wyvern/02kingdom/Wyvern-02Kingdom-HallOfChivalry.jpg	default	Action	2	02Kingdom	215	Rare-2	Put Hall of Chivalry on a face up dragon.  This dragon must attack this turn.  If the dragon can't legally attack then it must be replaced.  Play during opponent's turn.				playerNTreasureHorde
02Kingdom_K216	Windsock Banner	wyvern/02kingdom/Wyvern-02Kingdom-WindsockBanner.jpg	default	Treasure	1	02Kingdom	216	Rare-1	All your Archers gain +1 and cannot be stopped by any battle action or reaction cards.	The Windsock Banner is used to help archerrs know which direction the wind is blowing.  It also scares the enemy.			playerNTreasureHorde
02Kingdom_K217	Subterranean Treasure	wyvern/02kingdom/Wyvern-02Kingdom-SubterraneanTreasure.jpg	default	Treasure	2	02Kingdom	217	Rare-1	Battle Action: All your subterranean dragons can help each other when attacking.				playerNTreasureHorde
