databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	player	cost	mu	keywords	stat	text	flavor	rarity	number
a805eabe-472e-4a35-9971-84ee526ce910	Power Grid Overload	netrunner-1996/core-set/Netrunner1996-CoreSet-PowerGridOverload.jpg	default	Operation	Core Set	Core Set	playerNDeck	corp	0	0	Gray Ops	0	Play only if Runner is tagged. Trash X pieces of hardware, other than cybernetics.		Uncommon	
a00485de-dd36-4cb9-b794-cbcecfb19bde	Project Consultants	netrunner-1996/core-set/Netrunner1996-CoreSet-ProjectConsultants.jpg	default	Operation	Core Set	Core Set	playerNDeck	corp	12	0		0	Add four advancement counters to any combination of installed cards that can be advanced.		Uncommon	
11b7d12e-6b63-4c4f-83a7-6ca032679813	Punitive Counterstrike	netrunner-1996/core-set/Netrunner1996-CoreSet-PunitiveCounterstrike.jpg	default	Operation	Core Set	Core Set	playerNDeck	corp	0	0	Black Ops	0	Play only if Runner is tagged. Do 2 meat damage.		Uncommon	
c7a61870-b1ab-4a9a-b0ca-b65c3cf295b5	Scorched Earth	netrunner-1996/core-set/Netrunner1996-CoreSet-ScorchedEarth.jpg	default	Operation	Core Set	Core Set	playerNDeck	corp	3	0	Black Ops	0	Play only if Runner is tagged. Do 4 meat damage.		Uncommon	
9564ee0c-7009-42d3-a994-395c8f3cfff0	Silver Lining Recovery Protocol	netrunner-1996/core-set/Netrunner1996-CoreSet-SilverLiningRecoveryProtocol.jpg	default	Operation	Core Set	Core Set	playerNDeck	corp	0	0		0	If any agendas were stolen during Runner's last turn, gain bits equal to three times the number of advancement counters those agendas had.		Rare	
0f2de20b-ae09-488e-a7b7-60703c189125	Systematic Layoffs	netrunner-1996/core-set/Netrunner1996-CoreSet-SystematicLayoffs.jpg	default	Operation	Core Set	Core Set	playerNDeck	corp	5	0		0	Add two advancement counters to any combination of installed cards that can be advanced.		Common	
77974d8f-3f58-4ffc-a186-26749c7c39d6	Team Restructuring	netrunner-1996/core-set/Netrunner1996-CoreSet-TeamRestructuring.jpg	default	Operation	Core Set	Core Set	playerNDeck	corp	1	0		0	Add one advancement counter to each of up to two installed cards that can be advanced.		Uncommon	
59566f06-aa64-4dba-b843-9c58ac190cf4	Trojan Horse	netrunner-1996/core-set/Netrunner1996-CoreSet-TrojanHorse.jpg	default	Operation	Core Set	Core Set	playerNDeck	corp	2	0		0	Play only if Runner stole any agendas during his or her last turn. Give Runner a tag.		Common	
889ee4c2-584d-4d00-8a0c-2431b8649334	Urban Renewal	netrunner-1996/core-set/Netrunner1996-CoreSet-UrbanRenewal.jpg	default	Operation	Core Set	Core Set	playerNDeck	corp	6	0	Black Ops	0	Play only if Runner is tagged. Do 5 meat damage.		Common	
870e8ecb-e4bb-436c-b231-86d602b65c77	Aardvark	netrunner-1996/core-set/Netrunner1996-CoreSet-Aardvark.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	0	0		4	Runner cannot use worms during runs on this fort. If Runner uses a worm during a run on this fort before Aardvark is rezzed, you may rez Aardvark to trash that worm, and any bits spent using that worm on the current piece of ice are lost to no effect. Runney may then use further Icebreakers to break the Ice.		Rare	
413364d6-d82e-430b-b395-ce64e1cae6ff	ACME Savings and Loan	netrunner-1996/core-set/Netrunner1996-CoreSet-ACMESavingsAndLoan.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Transactions	0	Rezzing ACME S&L costs 1 agenda point, in addition to the normal cost. When you rez ACME S&L, gain [12] and trash ACME S&L. For the remainder of the game, pay [1] at the end of each of your turns, or lose the game. You can remove this effect, and score 1 agenda point by taking an action to pay [12].		Uncommon	
d15cff67-d0e1-418e-9be0-815bc65aafc2	Antiquated Interface Routines	netrunner-1996/core-set/Netrunner1996-CoreSet-AntiquatedInterfaceRoutines.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	2	0		1	All ice on this fort has +1 strength.		Uncommon	
f7975a97-1c98-4f0b-954c-d9ccbed6ec04	BBS Whispering Campaign	netrunner-1996/core-set/Netrunner1996-CoreSet-BBSWhisperingCampaign.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Advertisement	4	Put [16] from the bank on BBS Whispering Campaign when you rez it.  When all the bits have been removed, trash BBS Whispering Campaign. A: Take [2] from BBS Whispering Campaign.		Common	
abb5a8ed-2e77-474c-8ede-ee61bb7f4bdd	Bizarre Encryption Scheme	netrunner-1996/core-set/Netrunner1996-CoreSet-BizarreEncryptionScheme.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	0	0		1	Runner does not score any agenda (or agendas) during a run in which Bizarre Encryption Scheme is accessed  return that agenda to the fort instead. Runner scores the agenda at the start of his or her next turn if neither you nor Runner has scored it by then. This does not affect any further runs.		Uncommon	
496641c2-771a-4523-b752-91063159e076	Blood Cat	netrunner-1996/core-set/Netrunner1996-CoreSet-BloodCat.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	6	0	AI	0	A:Trace 5 -If trace is successful, give Runner a tag.		Rare	
f7d775a1-daab-4c53-9083-621ff53790bf	Braindance Campaign	netrunner-1996/core-set/Netrunner1996-CoreSet-BraindanceCampaign.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	6	0	Advertisement-Gray Ops	7	Put [12] from the bank on Braindance Campaign when you rez it. Take [2] from Braindance Campaign at the start of each of your turns. When all the bits have been removed, trash Braindance Campaign.		Common	
6b19beeb-36c9-4351-955b-a10c3162c388	Chester Mix	netrunner-1996/core-set/Netrunner1996-CoreSet-ChesterMix.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	0	0	Sysop	3	Cost to install ice on this fort is reduced by [2].		Rare	
c4c07717-a67e-41fe-aea3-5c1ce9b58fe8	Chicago Branch	netrunner-1996/core-set/Netrunner1996-CoreSet-ChicagoBranch.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	2	0	Asset	1	A, [3]: Add two advancement counters to an installed card that can be advanced.		Uncommon	
5c5558f7-333e-4919-845e-e3b9e19cb2e0	Chimera	netrunner-1996/core-set/Netrunner1996-CoreSet-Chimera.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	2	0	Ambush	3	When Runner accesses Chimera, trash a daemon.		Rare	
711df130-8fe8-4a34-b181-d67bd252e8e3	City Surveillance	netrunner-1996/core-set/Netrunner1996-CoreSet-CitySurveillance.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	1	0	Gray Ops	2	For each card Runner draws, give Runner a tag unless Runner pays [1], in addition to any other costs, to avoid receiving that tag. You may rez City Surveillance just before the card is drawn.		Rare	
2cd201db-a2fe-49d0-b5e1-14197b88172e	Corporate Negotiating Center	netrunner-1996/core-set/Netrunner1996-CoreSet-CorporateNegotiatingCenter.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Asset	3	At the start of each of your turns, gain [1] for each agenda card stored in HQ that you show to Runner.		Rare	
8ca3211f-c65c-4454-bbf4-23ed225bbb8d	Corprunner's Shattered Remains	netrunner-1996/core-set/Netrunner1996-CoreSet-CorprunnersShatteredRemains.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	2	0	Ambush	0	You may advance Shattered Remains before and after you rez it. When Runner accesses Shattered Remains, it destroys one piece of hardware for each advancement counter on it.		Uncommon	
a55bb451-3a9e-4b33-baf3-df49d9df5486	Cowboy Sysop	netrunner-1996/core-set/Netrunner1996-CoreSet-CowboySysop.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0		3	A: Choose one of your installed cards to be uninstalled. Store it in HQ.		Uncommon	
6ec843cd-9867-4ed7-b575-3aeb0cccf448	Crybaby	netrunner-1996/core-set/Netrunner1996-CoreSet-Crybaby.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	1	0	Ambush	2	When Runner accesses Crybaby, give Runner a Crying counter. Each Crying counter reduces Runner's link by 2 during each trace attempt. Runner can remove a Crying counter by taking an action to pay [2].		Rare	
5b7a24c0-da35-4ec0-834c-6568a8f0a28d	Crystal Palace Station Grid	netrunner-1996/core-set/Netrunner1996-CoreSet-CrystalPalaceStationGrid.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	5	0	Region	5	Runner must pay [1], in addition to the normal cost, to break each subroutine of each piece of ice encountered during runs on this fort. Rez a region when you install it. Install a region only if you can pay to rez it. Only one region may be installed in each fort. Trash older ones.		Uncommon	
984e88f0-7570-491b-844f-d3126ee41ca6	Data Masons	netrunner-1996/core-set/Netrunner1996-CoreSet-DataMasons.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	1	0		1	Cost to rez walls is reduced by [2]. All walls have +1 strength.		Rare	
2a84f185-fcab-48fe-bc4c-617e51cd6117	Dedicated Response Team	netrunner-1996/core-set/Netrunner1996-CoreSet-DedicatedResponseTeam.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	1	0	Ambush	2	When Runner accesses Dedicated Response Team, it does 3 meat damage. Ignore this effect unless Runner is tagged.		Uncommon	
59fd07d0-bb92-47af-88bd-9e3b2e9ff83a	Department of Truth Enhancement	netrunner-1996/core-set/Netrunner1996-CoreSet-DepartmentOfTruthEnhancement.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	2	0	Gray Ops	1	A: Put [3] from the bank on Department of Truth Enhancement. A: Take all the bits from Department of Truth Enhancement.		Uncommon	
a93ae07b-b757-4ee6-8c46-e089cb507a82	Dieter Esslin	netrunner-1996/core-set/Netrunner1996-CoreSet-DieterEsslin.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	0	0	Sysop-Ambush	3	When Runner accesses Dieter Esslin, Dieter does 1 Net damage.		Rare	
54a32830-8382-46e6-8aae-8bbeb11afcaf	Disinfectant, Inc.	netrunner-1996/core-set/Netrunner1996-CoreSet-DisinfectantInc.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0		4	You may pay [1] to avoid receiving a Virus counter. Use this ability only once each turn.		Rare	
0b7ac768-183a-4377-9dc7-8ae308dde698	Dr. Dreff	netrunner-1996/core-set/Netrunner1996-CoreSet-DrDreff.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	0	0	Sysop	3	Whenever Runner makes a successful run on this fort, you may choose an ice card stored in HQ. Pay half of that card's rez cost, rounded down, to force Runner to encounter it  the run is not considered successful unless Runner passes that piece of ice. Trash that Ice after the encounter end. Use this ability only once during each run on this fort.		Uncommon	
2a9cad9a-baa4-4918-8323-7a473bca1b6f	Encoder, Inc.	netrunner-1996/core-set/Netrunner1996-CoreSet-EncoderInc.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0		1	Cost to rez code gates is reduced by [1]. All code gates have an additional subroutine, @ End the run, after all other subroutines.		Rare	
b47e5c47-4a86-4c30-a59e-12cab030c666	ESA Contract	netrunner-1996/core-set/Netrunner1996-CoreSet-ESAContract.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0		3	A: Draw two cards.		Uncommon	
0374335d-33a4-4a63-90b2-5aeaff83cd54	Euromarket Consortium	netrunner-1996/core-set/Netrunner1996-CoreSet-EuromarketConsortium.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	2	0		4	Hand size +2. A, [1]: Draw two cards.		Uncommon	
ba51104f-889d-409a-9752-8ef377fb3ba3	Experimental AI	netrunner-1996/core-set/Netrunner1996-CoreSet-ExperimentalAI.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	2	0	AI-Ambush	0	You may advance Experimental AI before and after you rez it. When Runner accesses Experimental AI, it destroys one program for each advancement counter on it.		Uncommon	
7451d3da-9f3b-4945-8fda-dea4c9f1b104	Fortress Architects	netrunner-1996/core-set/Netrunner1996-CoreSet-FortressArchitects.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0		3	Cost to install ice is reduced by [1].		Rare	
5045ca08-46b8-456f-88cd-9ce3acf49f22	Hacker Tracker Central	netrunner-1996/core-set/Netrunner1996-CoreSet-HackerTrackerCentral.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Asset	2	After each trace attempt, whether successful or not, put [1] from the bank on Hacker Tracker Central. During a trace attempt, each bit you spend from Hacker Tracker Central increases by 1 both your trace strength and your trace limit.		Uncommon	
2f95d864-48cf-4b8a-870d-2783480554aa	Holovid Campaign	netrunner-1996/core-set/Netrunner1996-CoreSet-HolovidCampaign.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	4	0	Advertisement	7	Put [12] from the bank on Holovid Campaign when you rez it. Take [1] from Holovid Campaign at the start of each of your turns. When all the bits have been removed, trash Holovid Campaign.		Common	
22c5f23d-fe42-454a-b5d2-7c7db7f1b887	I Got a Rock	netrunner-1996/core-set/Netrunner1996-CoreSet-IGotARock.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	3	0	Black Ops	2	A, 3 Agenda Points: Do 15 meat damage to Runner. Use this ability only if Runner has two or more tags.		Rare	
8bdb591b-c2f0-44c9-9d1c-01009038fd30	Information Laundering	netrunner-1996/core-set/Netrunner1996-CoreSet-InformationLaundering.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Transactions	1	You may advance Information Laundering before and after you rez it. A, T: Gain [4] for each advancement counter on Information Laundering.		Uncommon	
1d6b7ff9-3a7b-4c31-9fee-d7adc655b56d	Investment Firm	netrunner-1996/core-set/Netrunner1996-CoreSet-InvestmentFirm.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	1	0	Transactions	2	Take [1] from Investment Firm, if it has any bits, at the start of each of your turns. Whenever [1] or more bits are added to your pool, you may put [2] from the bank on Investment Firm for each [1] you choose not to add to your pool. Effects that give you bits at the start of yourn turn cannot be used this way.		Uncommon	
13159785-e241-47fa-b34b-1765ec635650	Jenny Jett	netrunner-1996/core-set/Netrunner1996-CoreSet-JennyJett.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	1	0	Sysop	1	Whenever Runner makes a successful run on this fort, you may choose an ice card stored in HQ. Install that piece of ice on this fort in the innermost position, paying an installation cost of [1] for each piece of ice already on the fort. Runner is now considered to be approaching that piece of ice. Use this ability only once during each run on this fort.		Rare	
44b81156-fc1f-41c6-87d1-6601b723d307	Jerusalem City Grid	netrunner-1996/core-set/Netrunner1996-CoreSet-JerusalemCityGrid.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	2	0	Region	5	Cost to rez walls on this fort is reduced by [2]. All walls on this fort have +1 strength. Rez a region when you install it. Install a region only if you can pay to rez it. Only one region may be installed in each fort. Trash older ones.		Rare	
3695a424-a307-449c-b482-bf2f28a130fb	Krumz	netrunner-1996/core-set/Netrunner1996-CoreSet-Krumz.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	AI	2	Put [1] from the bank on Krumz when you rez it. Use this bit only to pay for traces. If you use this bit, replace it at the start of your next turn.		Rare	
ab76c255-350f-4a73-b2d8-f40c6a03a91a	Namatoki Plaza	netrunner-1996/core-set/Netrunner1996-CoreSet-NamatokiPlaza.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	3	0		1	Rez Namatoki Plaza when you install it. Install Namatoki Plaza only if you can pay to rez it. Install only inside a subsidiary data fort. That fort may have an additional agenda or node installed inside it. If Namatoki Plaza leaves play while installed, and this results in the fort having too many agendas and nodes installed inside it, trash one of these agendas or nodes.		Uncommon	
7ac408d0-1b44-4e71-828a-b9cb4b59a727	Nevinyrral	netrunner-1996/core-set/Netrunner1996-CoreSet-Nevinyrral.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	3	0	AI-Unique	5	Gain an action during each of your turns. If Nevinyrral leaves play while rezzed, you lose the game. Only one unique card of a particular name can be in play at a time. If for some reason more than one is in play, trash all but one.		Rare	
3bf73948-6761-4fa4-8d12-185623c7b33e	New Galveston City Grid	netrunner-1996/core-set/Netrunner1996-CoreSet-NewGalvestonCityGrid.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	1	0	Region	4	All nodes and other upgrades installed inside this fort cost [2], in addition to the normal cost, to trash. Rez a region when you install it. Install a region only if you can pay to rez it. Only one region may be installed in each fort. Trash older ones.		Rare	
eac1a542-09bc-4bce-bf16-4fe59917e025	Newsgroup Taunting	netrunner-1996/core-set/Netrunner1996-CoreSet-NewsgroupTaunting.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	1	0		0	At the start of each run, Runner must pay [1], in addition to any other costs, or end the run.		Uncommon	
3098006c-b016-4081-9a9c-217df389d5ba	Olivia Salazar	netrunner-1996/core-set/Netrunner1996-CoreSet-OliviaSalazar.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	0	0	Sysop	1	For half cost, rounded down, rez a piece of ice installed on this fort. Derez that ice at the end of the run. Use this ability only once during each run on this fort.		Uncommon	
00b065a9-5325-4f4e-a6df-c64fa536e33c	Omni Kismet, Ph.D	netrunner-1996/core-set/Netrunner1996-CoreSet-OmniKismetPhD.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	0	0	Sysop	3	Swap a piece of unrezzed ice on this fort with an ice card stored in HQ. The new ice card comes into play concealed. Use this ability only once during each run on this fort.		Rare	
89b87157-5fb5-4250-adc9-32df7e2c0aba	Omniscience Foundation	netrunner-1996/core-set/Netrunner1996-CoreSet-OmniscienceFoundation.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Gray Ops	1	Give Runner a tag at the end of each turn during which Runner received a tag.		Uncommon	
b3099825-5613-46c7-8cc4-3f8b98db8b02	Pacifica Regional AI	netrunner-1996/core-set/Netrunner1996-CoreSet-PacificaRegionalAI.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	AI	0	You may advance Pacifica Regional AI before and after you rez it. Regional AI advancement counter: Gain an action.		Rare	
d1b8b537-fd31-487e-8daa-b4bfe6acf691	Paris City Grid	netrunner-1996/core-set/Netrunner1996-CoreSet-ParisCityGrid.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	2	0	Region	6	Put [3] from the bank on Paris City Grid when you rez it. Use these bits only to pay for traces made during runs on this fort. If you use any of these bits, replace them at the start of your next turn. Rez a region when you install it. Install a region only if you can pay to rez it. Only one region may be installed in each fort. Trash older ones.		Uncommon	
036637b9-ef0a-442a-bb6c-7f7792f5aaf7	Red Herrings	netrunner-1996/core-set/Netrunner1996-CoreSet-RedHerrings.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	1	0		1	Runner must pay [5], in addition to any other costs, to steal agendas accessed from this fort, even on the run during which Runner trashes Red Herrings.		Uncommon	
84f56d26-ebe7-458a-b960-91f0cd69d25e	Remote Facility	netrunner-1996/core-set/Netrunner1996-CoreSet-RemoteFacility.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	5	0	Asset	1	Gain an action during each of your turns.		Uncommon	
e3a3cd44-d176-4fd1-a062-626f6d167434	Rescheduler	netrunner-1996/core-set/Netrunner1996-CoreSet-Rescheduler.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Gray Ops	3	A: Note the number of cards stored in HQ. Shuffle those cards into R&D, and then draw that many cards.		Uncommon	
d993b08b-108a-4aec-a1ce-6833a31c36d0	Rio de Janeiro City Grid	netrunner-1996/core-set/Netrunner1996-CoreSet-RioDeJaneiroCityGrid.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	1	0	Region-Random	6	Roll a die whenever Runner passes a piece of rezzed ice during a run on this fort. On a 1, end the run. Rez a region when you install it. Install a region only if you can pay to rez it. Only one region may be installed in each fort. Trash older ones.		Uncommon	
135cd835-8477-408c-ac6b-5aafe0f1cdd2	Rockerboy Promotion	netrunner-1996/core-set/Netrunner1996-CoreSet-RockerboyPromotion.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	4	0	Advertisement	3	Put [15] from the bank on Rockerboy Promotion when you rez it. When all the bits have been removed, trash Rockerboy Promotion. A: Take [3] from Rockerboy Promotion.		Common	
72e9fdd9-663a-4a6b-bef5-5187b4e1cff6	Roving Submarine	netrunner-1996/core-set/Netrunner1996-CoreSet-RovingSubmarine.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	3	0	Region	0	Install only inside a subsidiary data fort. This fort may be run only if you installed or advanced a card inside or on this fort during your last turn. Rez a region when you install it. Install a region only if you can pay to rez it. Only one region may be installed in each fort. Trash older ones.		Rare	
da34b686-882f-4b4f-bfde-16c89dcb1a79	Rustbelt HQ Branch	netrunner-1996/core-set/Netrunner1996-CoreSet-RustbeltHQBranch.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Asset	2	Hand size +2		Uncommon	
20c29e53-de01-4b9b-89d6-aeba52e03344	Schlaghund	netrunner-1996/core-set/Netrunner1996-CoreSet-Schlaghund.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	2	0	Random-Black Ops	4	A: Roll a die. If you roll less than or equal to the number of tags Runner has, Schlaghund does 10 meat damage and you trash Schlaghund.		Rare	
e6ec8e9e-1107-4957-aef6-11e06a830454	Setup!	netrunner-1996/core-set/Netrunner1996-CoreSet-Setup.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Ambush	0	When Runner accesses Setup!, it does 2 Net damage, even if it is not installed. Ignore this effect if Runner accesses it from the Archives. If Setup! is accessed from R&D, Runner must show it to you.		Common	
de283d9e-2c9c-4196-8b3f-586124d91efa	Singapore City Grid	netrunner-1996/core-set/Netrunner1996-CoreSet-SingaporeCityGrid.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	0	0	Region	5	Swap a piece of unrezzed ice on this fort with an ice card stored in HQ. The new ice card comes into play concealed. Use this ability only once during each run on this fort. Rez a region when you install it. Install a region only if you can pay to rez it.		Rare	
ea90c8bf-cbc3-4420-bd26-0a6408351fb9	Skalderviken SA Beta Test Site	netrunner-1996/core-set/Netrunner1996-CoreSet-SkaldervikenSABetaTestSite.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0		2	Cost to rez black ice is reduced by [2].		Rare	
f99d57bb-6a5d-4614-adef-222eed0c6adc	Solo Squad	netrunner-1996/core-set/Netrunner1996-CoreSet-SoloSquad.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0		3	A: Do 1 meat damage. Use this ability only if Runner is tagged.		Uncommon	
9695f33f-e219-4667-bde2-3531be0ef3fd	South African Mining Corp	netrunner-1996/core-set/Netrunner1996-CoreSet-SouthAfricanMiningCorp.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Transactions	1	A, A, A: Gain [6].		Uncommon	
02198f51-dc69-4d77-91e2-f8de0d55838f	Spinn Public Relations	netrunner-1996/core-set/Netrunner1996-CoreSet-SpinnPublicRelations.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	1	0	Transactions	4	Take [1] from Spinn(R) Public Relations, if it has any bits, at the start of each of your turns. A: Put [3] from the bank on Spinn(R) Public Relations.		Common	
9033bf12-f078-456b-9eda-d1fdaa5292bc	Tesseract Fort Construction	netrunner-1996/core-set/Netrunner1996-CoreSet-TesseractFortConstruction.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	2	0		3	All ice on this fort has an additional subroutine, @ End the run unless Runner pays [1], after all other subroutines.		Rare	
67d83ab0-decc-4b38-b406-b8a13c7bd733	Tokyo-Chiba Infighting	netrunner-1996/core-set/Netrunner1996-CoreSet-TokyoChibaInfighting.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	0	0	Region	6	Gain [2] after each unsuccessful run on this fort. Rez a region when you install it. Install a region only if you can pay to rez it. Only one region may be installed in each fort. Trash older ones.		Rare	
726c9fbf-11b3-4381-b5cf-790eabee62f9	TRAP!	netrunner-1996/core-set/Netrunner1996-CoreSet-TRAP.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Ambush	0	If you pay [4] when Runner accesses TRAP!, it does 3 Net damage and gives Runner a tag, even if TRAP! is not installed. Ignore this effect if Runner accesses it from the Archives. If TRAP! is accessed from R&D, Runner must show it to you.		Uncommon	
61b9d88a-c3af-4e42-b89a-17f0149cac70	Turbeau Delacroix	netrunner-1996/core-set/Netrunner1996-CoreSet-TurbeauDelacroix.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	1	0	Sysop-Ambush	2	Trace 10-If trace is successful, give Runner a tag. Use this ability only when Runner accesses Turbeau Delacroix, and only once during each run on this fort.		Uncommon	
d4609df7-ae08-4d74-a64f-316ad0cc1165	Twenty-Four-Hour Surveillance	netrunner-1996/core-set/Netrunner1996-CoreSet-TwentyFourHourSurveillance.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	1	0		2	During runs on this fort, Runner cannot use bits from stealth sources.		Rare	
67745ade-888a-4bdd-bdd2-59cde9794d87	Vacant Soulkiller	netrunner-1996/core-set/Netrunner1996-CoreSet-VacantSoulkiller.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	2	0	Ambush	0	You may advance Vacant Soulkiller before and after you rez it.When Runner accesses Vacant Soulkiller, it does 1 brain damage for each advancement counter on it.		Uncommon	
21fef1a7-8389-4d9a-9bbd-5c8720154f06	Vapor Ops	netrunner-1996/core-set/Netrunner1996-CoreSet-VaporOps.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0		1	You may advance Vapor Ops before and after you rez it. Vapor Ops advancement counter:  Gain [1]. A: Move any number of advancement counters from Vapor Ops to another installed card that can be advanced.		Uncommon	
74b22b3d-180c-4b19-8a3b-99beb75d25d7	Virus Test Site	netrunner-1996/core-set/Netrunner1996-CoreSet-VirusTestSite.jpg	default	Node	Core Set	Core Set	playerNDeck	corp	0	0	Ambush	0	You may advance Virus Test Site before and after you rez it. When Runner accesses Test Site, it does 2 Net damage per advancement counter on it, or 1 Net damage if it has no counters, even if it is not installed or rezzed. Ignore this effect if Runner accesses it from the Archives.If Test Site is accessed from R&D, Runner must show it to you.		Uncommon	
9583c20a-0ee4-4da0-b7d3-c765fceabf6b	Washington, D.C., City Grid	netrunner-1996/core-set/Netrunner1996-CoreSet-WashingtonDCCityGrid.jpg	default	Upgrade	Core Set	Core Set	playerNDeck	corp	7	0	Region	6	The difficulty of agendas installed inside this fort is reduced by 1. Rez a region when you install it. Install a region only if you can pay to rez it. Only one region may be installed in each fort. Trash older ones.		Rare	
7c9f1acd-f3c6-4e52-b815-06cd2250fa8f	Afreet	netrunner-1996/core-set/Netrunner1996-CoreSet-Afreet.jpg	default	Program	Core Set	Core Set	playerNDeck	runner	2	1	Daemon	0	Afreet can have up to 3 MU of programs installed in it. All icebreakers installed in Afreet have their strength reduced by 1. If Afreet leaves play, trash all programs installed in it.		Uncommon	
8b6d6ad9-f060-4575-94ef-4e98d840ee2a	AI Boon	netrunner-1996/core-set/Netrunner1996-CoreSet-AIBoon.jpg	default	Program	Core Set	Core Set	playerNDeck	runner	12	1	Icebreaker-Random	0	[1]: Break sentry subroutine.[1]: +1 strength.At the start of each run, roll a die to determine AI Boon's strength @  for that run.		Rare	
a2b43ec7-3325-4852-91cd-eda21b53f5a8	Baedeker's Net Map	netrunner-1996/core-set/Netrunner1996-CoreSet-BaedekersNetMap.jpg	default	Program	Core Set	Core Set	playerNDeck	runner	1	1	Base Link	0	[0]: Base link 1.[1]: +1 link.Use only one base link card for each trace attempt made against you.		Common	
ea9d8c1d-2d2a-46f7-a7fc-7fdd1cbe8eb8	Bakdoor	netrunner-1996/core-set/Netrunner1996-CoreSet-Bakdoor.jpg	default	Program	Core Set	Core Set	playerNDeck	runner	2	2	Base Link	0	[0]: Base link 3.[2]: +1 link.Use only one base link card for each trace attempt made against you.		Uncommon	
