databaseId	name	imageUrl	cardBack	type	subtype	faction	unique	cost	terror	combat	arcane	investigation	skill	text	errata	restricted	cycle	packName	set	edition	loadGroupId
SotD_SotD087	The Thing from the Shore	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-TheThingFromTheShore.jpg	default	Character	Monster	Cthulhu		5	1	3			5	Toughness +3. Response: When you succeed at a story in which The Thing from the Shore participated, remove all wound tokens from The Thing from the Shore.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD088	Communal Shower	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-CommunalShower.jpg	default	Support	Location	Cthulhu		2						Players cannot commit characters they control from different factions to the same story.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD089	Shadow Company, Ghastly Regiment	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-ShadowCompanyGhastlyRegiment.jpg	default	Character	Independent	Hastur		4	2	1			X	X is the number of [Hastur] characters you control. Response: After you succeed at a story to which Shadow Company is committed alone, choose an opponent's character with lower skill than Shadow Company and return it to its owner's hand.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD090	Vaporous Isle	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-VaporousIsle.jpg	default	Support	Location	Hastur		3						While Vaporous Isle is ready, any character that would go insane is instead returned to its owner's hand. Forced Response: If an opponent succeeds at a story, exhaust Vaporous Isle.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD091	Nebulous Ooze	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-NebulousOoze.jpg	default	Character	Monster	Yog-Sothoth		2	1		1		0	Action: Pay 1 to remove Nebulous Ooze from a story to which it is committed and commit a ready [Yog-Sothoth] character you control to that story, without exhausting that character.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD092	Domestic Sacrifice	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-DomesticSacrifice.jpg	default	Event		Yog-Sothoth		2						Action: Discard the top 2 cards of any deck. You may choose and ready a [Yog-Sothoth] character for each [Yog-Sothoth] card discarded in this way.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD093	Insect Swarm	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-InsectSwarm.jpg	default	Character	Monster. Creature	Shub-Niggurath		3	1	1			6	Fast. The cost for all players to play neutral cards is increased by 1.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD094	Open Grave	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-OpenGrave.jpg	default	Support	Location	Shub-Niggurath		3						Response: After a character you control is destroyed, sacrifice Open Grave to put into play from your discard pile a [Shub-Niggurath] character with skill 3 or lower.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD095	Campaign Chief	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-CampaignChief.jpg	default	Character	Independent	Neutral		3		1			1	Raise the cost to play all cards with printed cost 2 or lower by 1.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD096	Samantha Grace, Incompetent Secretary	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-SamanthaGraceIncompetentSecretary.jpg	default	Character	Faculty	Neutral	*	1					2	Each player needs an additional story card in order to win the game.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD097-E	Obsessive Inmate	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-ObsessiveInmate.jpg	default	Character	Independent	Neutral		3		1		2	3	Willpower. Obsessive Inmate does not un-commit from a story until that story is won.	E		Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD098	Parallel Universe	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-ParallelUniverse.jpg	default	Support	Environment. Attachment	Neutral		1						Action: Pay 1 to attach Parallel Universe from your hand to a story card. When resolving struggles at attached story, count the total skill of all participating characters instead of the icons to determine the winner of each struggle.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD099-E	The Spawn of Madness	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-TheSpawnOfMadness.jpg	default	Event		Neutral		0						Response: After you succeed at a story in which you were opposed, refresh all domains in play.	E		Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD100	Unorthodox Tactics	call-of-cthulhu-lcg/thing-from-the-shore/CallOfCthulhuLcg-ThingFromTheShore-UnorthodoxTactics.png	default	Conspiracy		Neutral		0	1	1	1	1		Resolve the skill comparison at this conspiracy before any of its struggles occur. If you win this conspiracy before any struggles occur, you may choose which of its struggles resolve.			Summons of the Deep	Thing from the Shore	SotD	LCG	playerNDeck
SotD_SotD101	Confident Rookie	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-ConfidentRookie.jpg	default	Character	Government	Agency		2		1			3	While Confident Rookie has a Weapon card attached, it gains C and Willpower. While Confident Rookie has a Vehicle card attached, it gains A and Fast.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD102-E	Military Bike	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-MilitaryBike.jpg	default	Support	Attachment. Vehicle	Agency		2						Attach to a character you control. Disrupt: After a story to which attached character is committed resolves, exhaust Military Bike to immediately re-commit attached character to another unresolved story.	E		Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD103	Field Researcher	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-FieldResearcher.jpg	default	Character	Scientist	Miskatonic University		2				1	1	Response: After an opponent wins a story but chooses not to trigger its effect, exhaust Field Researcher to trigger that story's effect as if you had won the story.(It still goes to the winning opponent's won story pile.)			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD104	Changing the Names	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-ChangingTheNames.jpg	default	Event		Miskatonic University		2						Action: Exchange all success tokens controlled by any 1 player at 2 different stories.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD105	Expendable Muscle	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-ExpendableMuscle.jpg	default	Character	Servitor	Syndicate		2		1			2	If Expendable Muscle would be wounded or go insane, instead attach it to a character you control. Then, Expendable Muscle becomes an Attachment support card with the text: "Attached character gains Toughness +1 and Willpower."			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD106	False Papers	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-FalsePapers.jpg	default	Support	Attachment. Item	Syndicate		1						Attach to a character. Action: Exhaust False Papers to give attached character a Subtype of your choice until the end of the phase.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD107	Julia Brown, Oddly Amphibious	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-JuliaBrownOddlyAmphibious.jpg	default	Character	Deep One	Cthulhu	*	3	2	2			4	Forced Response: After Julia Brown commits to a story, discard 2 cards at random from your hand, then draw 2 cards.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD108-E	Eye of the Deep	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-EyeOfTheDeep.jpg	default	Event		Cthulhu		3						Action: Choose every character in play with printed skill 3 or lower. Those characters are considered 1 skill characters with no abilities and CCA until the end of the phase.	E		Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD109-E	Scalethorn Asylum, Amphibious Fort	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-ScalethornAsylumAmphibiousFort.jpg	default	Support	Location. Mutable	Cthulhu	*	3						Action: Exhaust Scalethorn Asylum and pay 1 to choose a character. Until the end of the phase, that character gains the Deep One subtype and CCA.	E		Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD110	The Thing Behind You, Turn around!	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-TheThingBehindYouTurnAround.jpg	default	Character	Sorcerer	Hastur	*	5	5				1	Fast. Action: Pay 2 and return a [Hastur] character to your hand to put The Thing Behind You into play from your hand.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD111-E	Brain Transplant	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-BrainTransplant.jpg	default	Event		Hastur		2						Action: Choose an insane character and a ready character controlled by the same player. The ready character goes insane, if able. Then, restore and ready the targeted insane character.	E		Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD112	Hideous Guardian	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-HideousGuardian.jpg	default	Character	Monster	Yog-Sothoth		4		1			4	Toughness +5. Disrupt: Before another character you control is wounded, place the wound token(s) on Hideous Guardian instead of on the wounded character.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD113	Idol of the Abomination	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-IdolOfTheAbomination.jpg	default	Support	Location	Yog-Sothoth		2						Action: Pay 2 to turn Idol of the Abomination into a character with TTCC and 3 skill until the end of the phase.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD114	Binding Worm	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-BindingWorm.jpg	default	Character	Monster	Shub-Niggurath		3	2				2	Characters cannot commit to stories alone.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD115-E	Unspeakable Transformation	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-UnspeakableTransformation.jpg	default	Event		Shub-Niggurath		2						Action: Choose a character you control with cost 3 or lower. Until the end of the phase, that character gains the icons of any other character you control.	E		Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD116	Old Sea Dog	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-OldSeaDog.jpg	default	Character	Independent	Neutral		2		1			2	Action: Exhaust Old Sea Dog to choose a character. Until the end of the phase, that character loses all faction affiliations and becomes neutral.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD117	Conspiracy Theorist	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-ConspiracyTheorist.jpg	default	Character	Investigator	Neutral		3				1	2	Players cannot win the game by winning story cards unless at least one of their won story cards is also a conspiracy card, or unless there are no story cards left in the story deck.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD118-E	Strange Delusions	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-StrangeDelusions.jpg	default	Support	Attachment	Neutral		1						Attach to a character or support card. Action: Exhaust Strange Delusions to give attached card a faction affiliation of your choice until the end of the phase.	E		Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD119	Foiled!	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-Foiled.jpg	default	Support	Attachment	Neutral		0						Attach to a story card. Treat attached story as if its text box were blank.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
SotD_SotD120	The Path to Y'ha-nthlei	call-of-cthulhu-lcg/path-to-yha-nthlei/CallOfCthulhuLcg-PathToYhaNthlei-ThePathToYhaNthlei.png	default	Conspiracy		Neutral		1	1	1	1	1		If you win this conspiracy, you may trigger the effect of any story card currently in play.			Summons of the Deep	Path to Y'ha-nthlei	SotD	LCG	playerNDeck
DL_DL001	Night-shift Security	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-NightShiftSecurity.jpg	default	Character	Investigator	Agency		3		3			3	Toughness +1. If it is Night, each character you control cannot be chosen as the only target of an event card.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL002	Flood Lights	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-FloodLights.jpg	default	Support	Vehicle	Agency		1						Raise the cost for opponents to play Night cards by 1. Action: Exhaust Flood Lights to reduce the cost of the next Day card you play this phase by 1 (to a minimum of 1).			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL003	Twila Katherine Price, Lost in a Dream	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-TwilaKatherinePriceLostInADream.jpg	default	Character	Dreamer	Miskatonic University	*	3			3		3	If it is Night, Twila Katherine Price gains: "Action: Exhaust Twila Katherine Price and pay 2 to resolve the effect of the story card to which Twila Katherine Price is committed."			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL004	Dream Diary	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-DreamDiary.jpg	default	Support	Attachment. Item. Tome	Miskatonic University		2						Attach to a character you control. Attached character gains the Dreamer subtype. If attached character is a unique character, it does not exhaust to commit to stories.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL005	Gregory Gry, Muckraker	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-GregoryGryMuckraker.jpg	default	Character	Criminal. Investigator	Syndicate	*	3		2		1	3	If it is Day, Gregory Gry gains Willpower and Toughness +2. If there are no Dreamer characters in play, Gregory Gry gains: "Action: Pay 1 to ready Gregory Gry."			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL006	Clover Club Deck	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-CloverClubDeck.jpg	default	Support	Item. Attachment	Syndicate		2						Attach to a character you control. Action: Exhaust Clover Club Deck and pay 2 to look at an opponent's hand. Choose and discard one card from that hand. Then, that player draws one card.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL007	Beings of Ib	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-BeingsOfIb.jpg	default	Character	Phantom. Servitor	Cthulhu		0					0	Lower the cost to play Bokrug by 1 (to a minimum of 1). If you control a single Ancient One character, count its skill and icons at any story to which Beings of Ib is committed.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL008	Everlasting Night	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-EverlastingNight.jpg	default	Support	Environment	Cthulhu		1						Raise the cost for opponents to play Day cards by 1. Action: Exhaust Everlasting Night to reduce the cost of the next Night card you play this phase by 1 (to a minimum of 1).			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL009	Sweet Dreams	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-SweetDreams.jpg	default	Event	Madness	Hastur		1						Play only if it is Night. Action: Until the end of the phase, T icons do not protect characters from insanity.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL010	Nightmares!	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-Nightmares.jpg	default	Event	Madness	Hastur		2						Play only if it is Night. Action: Choose a character. That character goes insane, if able. Otherwise, return it to the top of its owner's deck.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL011	Puj-Dunk, Gug Chieftain	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-PujDunkGugChieftain.jpg	default	Character	Gug. Monster	Yog-Sothoth	*	4	1	2	1		4	Toughness +2. Response: After Puj-Dunk is wounded, put a Gug character into play from your hand.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL012-R	Twilight Gate	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-TwilightGate.jpg	default	Event		Yog-Sothoth		2						Action: Choose a non-Ancient One character card attached to one of your domains as a resource. Put that card into play under your control. If that character is still in play at the end of the phase, attach it to any of your domains as a resource.		R	Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL013	Twilight Cannibal	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-TwilightCannibal.jpg	default	Character	Ghoul. Monster	Shub-Niggurath		2	1	2			4	Toughness +1. If it is Day, sacrifice Twilight Cannibal.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL014	Dhole Tunnel	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-DholeTunnel.jpg	default	Support	Location. Dreamlands	Shub-Niggurath		1						Action: Sacrifice Dhole Tunnel to choose a story card. Until the end of the phase, characters do not exhaust to commit to that story.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL015	Furtive Zoog	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-FurtiveZoog.jpg	default	Character	Zoog. Creature	Neutral		3			1		2	If it is Day, Furtive Zoog gains I. If it is Night, Furtive Zoog gains T. Response: After you drain a domain to which Furtive Zoog is attached as a resource, unattach Furtive Zoog from that domain and put it into play.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL016	Twilight Ritual	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-TwilightRitual.jpg	default	Event	Ritual	Neutral		1						Action: Until the end of the phase, treat all Day and all Night cards currently in play as if their text boxes were blank. Then, draw a card.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL017	The Day Dreamer	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-TheDayDreamer.jpg	default	Character	Dreamer	Neutral		2			2		2	Day. It is Day. After The Day Dreamer comes into play, destroy all Night cards. Action: Pay 2 to put The Day Dreamer into play from your hand. If The Day Dreamer is still in play at the end of the phase, sacrifice it.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL018	Dreamlands Wanderer	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-DreamlandsWanderer.jpg	default	Character	Dreamer	Neutral		2			2		2	Night. It is Night. After Dreamlands Wanderer comes into play, destroy all Day cards. Action: Pay 2 to put Dreamlands Wanderer into play from your hand. If Dreamlands Wanderer is still in play at the end of the phase, sacrifice it.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL019	The Rays of Dawn, Cleansing Light	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-TheRaysOfDawnCleansingLight.jpg	default	Support	Environment	Neutral		1						Day.. It is Day. After The Rays of Dawn comes into play, destroy all Night cards. Each non-unique character loses a T icon.			Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL020-E	The Setting Sun, The Light Fails	call-of-cthulhu-lcg/twilight-horror/CallOfCthulhuLcg-TwilightHorror-TheSettingSunTheLightFails.jpg	default	Support	Environment	Neutral		1						Night.. It is Night. After The Setting Sun comes into play, destroy all Day cards. Each non-unique character loses an I icon.	E		Dreamlands	Twilight Horror	DL	LCG	playerNDeck
DL_DL021	The Captain, Dreamlands Navigator	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-TheCaptainDreamlandsNavigator.jpg	default	Character	Independent. Dreamer	Agency	*	4		2	1	1	3	Heroic. Willpower. Action: if it is Day, pay 2 to choose a story. Until the end of the phase, count The Captain's icons and skill towards that story without committing him to that story.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL022	Prize Pistol	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-PrizePistol.jpg	default	Support	Attachment. Item. Weapon	Neutral		1						Attach to an [Agency] character. Attached character gains C. Action: Exhaust Prize Pistol and pay 1 to choose and wound one character with lower skill than the number of C icons attached character has.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL023	Daybreak!	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-Daybreak.jpg	default	Event		Neutral		2						Day. Action: Destroy all Night cards in play and attach Daybreak! to a story card. (Counts as an Environment support card with the text: "Day. It is Day. T struggles do not resolve at this story.")			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL024	Obsessive Insomniac	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-ObsessiveInsomniac.jpg	default	Character	Dreamer	Miskatonic University		2			1		2	Loyal. Action: Discard a resource from a domain you control to ready Obsessive Insomniac. Action: Exhaust Obsessive Insomniac to draw one card.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL025	Dreamlore Documents	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-DreamloreDocuments.jpg	default	Support	Attachment. Item. Tome	Miskatonic University		1						Attach to a character you control. Action: Exhaust Dreamlore Documents to choose one subtype other than Dreamer or Dreamlands. Until the end of the phase, cards of the chosen subtype cost an additional 2 to play from their owner's hand.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL026	Clover Club Regular	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-CloverClubRegular.jpg	default	Character	Criminal	Syndicate		3		1		1	2	Opponents play with the top card of their deck revealed. Response: After an opponent places a success token at a story, that player draws one card.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL027	Forcibly Removed	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-ForciblyRemoved.jpg	default	Event		Syndicate		3						Action: Look at one opponent's hand and discard up to 2 non-unique character cards from that hand. Then, that player draws a card for each character discarded in this manner.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL028	Day of the Deep Ones	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-DayOfTheDeepOnes.jpg	default	Event		Cthulhu		0						Action: Sacrifice one Deep One character to destroy all Day cards in play. Then, attach Day of the Deep Ones to a Deep One character. Counts as an Attachment Support card with the text: "Night. It is Night."			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL029	Curse of Darkness	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-CurseOfDarkness.jpg	default	Event	Spell	Cthulhu		2						Disrupt: Cancel the effects of a Day card just played. Then, shuffle that card back into its owner's deck.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL030	The Seventy Steps, Of Light Slumber	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-TheSeventyStepsOfLightSlumber.jpg	default	Support	Location. Dreamlands	Hastur	*	1						If a player has no story cards in his won story pile, that player's characters enter play exhausted. Action: Pay 2 to sacrifice The Seventy Steps.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL031	The Seven Hundred Steps, Of Deeper Slumber	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-TheSevenHundredStepsOfDeeperSlumber.jpg	default	Support	Location. Dreamlands	Hastur	*	1						If a player has 2 story cards in his won story pile, that player's characters enter play exhausted. Action: Pay 2 to sacrifice The Seven Hundred Steps.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL032	Enraged Gug	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-EnragedGug.jpg	default	Character	Gug. Monster	Yog-Sothoth		4		3			5	Toughness +1. Response: After Enraged Gug is wounded, choose and wound one character with a C icon.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL033	City of Gugs, Beneath the Earth	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-CityOfGugsBeneathTheEarth.jpg	default	Support	Location. Dreamlands	Yog-Sothoth	*	1						If it is Day, Gug characters you control gain Toughness +1.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL034	Ghoul Spawn	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-GhoulSpawn.jpg	default	Character	Ghoul. Monster	Shub-Niggurath		2	1				2	Action: Sacrifice Ghoul Spawn to put one Ghoul character into play from your hand. Use this effect only if it is Night.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL035	Back From the Dead	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-BackFromTheDead.jpg	default	Event	Curse	Shub-Niggurath		2						Play only if it is Night. Action: Choose a unique non-Ancient One character in any discard pile, and put it into play under your control with Back From the Dead attached. (Counts as an Attachment Support card with the text: "If Back From the Dead leaves play or if it becomes Day, sacrifice attached character.")			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL036-E	Secretive Zoog	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-SecretiveZoog.jpg	default	Character	Zoog. Creature	Neutral		2			1		2	Response: After you drain a domain to which Secretive Zoog is attached as a resource, unattach Secretive Zoog from that domain and put it into play to choose one other Zoog card you control. Attach that card to any of your domains.	E		Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL037	The Enchanted Wood	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-TheEnchantedWood.jpg	default	Support	Location. Dreamlands	Neutral	*	2						If you control more Dreamlands support cards than each individual opponent, T icons do not protect characters from insanity.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL038	Kaman-Thah, Priest of the Dreamlands	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-KamanThahPriestOfTheDreamlands.jpg	default	Character	Independent	Neutral	*	3	1			1	2	Toughness +1. If you control Nasht, Kaman-Thah gains +3 skill, and CA.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL039	Nasht, Priest of the Dreamlands	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-NashtPriestOfTheDreamlands.jpg	default	Character	Independent	Neutral	*	3		1	1		2	Toughness +1. If you control Kaman-Thah, Nasht gains +3 skill and TI.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL040	Slime Mold	call-of-cthulhu-lcg/memory-of-day/CallOfCthulhuLcg-MemoryOfDay-SlimeMold.jpg	default	Character	Monster	Neutral		2	1	1			2	Action: Sacrifice Slime Mold to wound all wounded characters.			Dreamlands	Memory of Day	DL	LCG	playerNDeck
DL_DL041	Nathaniel Elton, Questing for Cathuria	call-of-cthulhu-lcg/dread-of-night/CallOfCthulhuLcg-DreadOfNight-NathanielEltonQuestingForCathuria.jpg	default	Character	Investigator. Dreamer	Agency	*	3		2		1	3	Heroic. Toughness +1. Action: Exhaust a Heroic character you control to choose and exhaust a Villainous character.			Dreamlands	Dread of Night	DL	LCG	playerNDeck
